image_path,Strain_Energy
25.396.png,1090
25.127.png,1025
25.143.png,1034
25.219.png,1144
25.287.png,964
25.33.png,796
25.110.png,1044
25.22.png,1070
25.42.png,914
25.153.png,1036
25.398.png,1040
25.441.png,1030
25.345.png,863
25.371.png,1093
25.430.png,899
25.201.png,974
25.262.png,1001
25.373.png,1030
25.361.png,971
25.305.png,1139
25.244.png,1040
25.92.png,1100
25.97.png,998
25.223.png,981
25.260.png,1116
25.43.png,1073
25.216.png,1005
25.93.png,970
25.27.png,1039
25.369.png,1081
25.19.png,1028
25.80.png,998
25.221.png,1017
25.184.png,972
25.351.png,1013
25.475.png,1091
25.119.png,1075
25.248.png,1132
25.2.png,971
25.406.png,897
25.446.png,993
25.105.png,861
25.191.png,1082
25.315.png,1064
25.470.png,991
25.363.png,1142
25.403.png,1082
25.411.png,1100
25.10.png,1002
25.326.png,964
25.14.png,1097
25.183.png,1062
25.24.png,1186
25.37.png,1039
25.132.png,1033
25.6.png,1052
25.385.png,1141
25.413.png,956
25.340.png,899
25.397.png,1032
25.211.png,983
25.152.png,1087
25.482.png,882
25.199.png,1045
25.249.png,1053
25.300.png,958
25.500.png,952
25.419.png,1103
25.394.png,934
25.318.png,1037
25.204.png,986
25.241.png,1112
25.202.png,1055
25.358.png,967
25.195.png,1058
25.274.png,1058
25.240.png,1073
25.72.png,1150
25.486.png,1017
25.169.png,999
25.375.png,989
25.48.png,935
25.239.png,972
25.437.png,1072
25.94.png,1070
25.179.png,1040
25.71.png,1036
25.473.png,1001
25.401.png,855
25.65.png,1119
25.402.png,921
25.30.png,979
25.243.png,1072
25.284.png,1143
25.338.png,930
25.7.png,1056
25.233.png,942
25.344.png,959
25.150.png,1081
25.443.png,1070
25.148.png,1029
25.12.png,1093
25.236.png,1009
25.267.png,1132
25.480.png,1090
25.77.png,994
25.214.png,1090
25.89.png,994
25.421.png,1085
25.489.png,1112
25.360.png,1040
25.82.png,1058
25.289.png,1153
25.255.png,1077
25.111.png,1072
25.301.png,1105
25.452.png,972
25.38.png,1011
25.389.png,1168
25.302.png,1025
25.265.png,1109
25.347.png,1075
25.498.png,1034
25.220.png,993
25.125.png,1121
25.228.png,987
25.416.png,1157
25.321.png,994
25.141.png,1030
25.488.png,1002
25.414.png,1107
25.330.png,1028
25.266.png,1003
25.294.png,1140
25.496.png,1020
25.327.png,1106
25.174.png,1048
25.310.png,1152
25.455.png,1146
25.286.png,1031
25.146.png,1119
25.98.png,968
25.391.png,954
25.418.png,1018
25.245.png,1096
25.101.png,1004
25.303.png,1002
25.234.png,932
25.135.png,1002
25.293.png,1174
25.270.png,1096
25.466.png,1012
25.259.png,966
25.227.png,927
25.264.png,1024
25.68.png,1074
25.224.png,1028
25.173.png,986
25.471.png,938
25.469.png,951
25.342.png,1112
25.447.png,944
25.205.png,1146
25.16.png,1016
25.104.png,1061
25.317.png,917
25.334.png,912
25.106.png,933
25.316.png,1022
25.109.png,973
25.100.png,1064
25.420.png,946
25.479.png,1026
25.36.png,928
25.451.png,1115
25.440.png,1017
25.238.png,1068
25.497.png,980
25.376.png,1194
25.390.png,1023
25.328.png,1030
25.215.png,942
25.90.png,1042
25.337.png,965
25.26.png,913
25.487.png,969
25.494.png,910
25.298.png,1016
25.63.png,1020
25.365.png,1034
25.131.png,1007
25.9.png,962
25.282.png,1128
25.442.png,1034
25.4.png,1062
25.1.png,1077
25.400.png,1008
25.171.png,1140
25.157.png,1038
25.49.png,1091
25.83.png,1025
25.189.png,1037
25.353.png,1080
25.41.png,1027
25.200.png,1134
25.78.png,1040
25.348.png,1022
25.332.png,959
25.261.png,981
25.465.png,1112
25.69.png,1066
25.103.png,1068
25.53.png,996
25.162.png,1025
25.218.png,1065
25.254.png,949
25.21.png,1069
25.60.png,960
25.122.png,991
25.417.png,1056
25.288.png,1064
25.3.png,1158
25.85.png,1189
8.194.png,1029
9.56_radius.png,1075
9.51_radius.png,1083
8.207.png,1013
9.37_radius.png,1068
9.62_radius.png,1098
7.14_radius.png,999
8.123.png,1027
8.33_radius.png,1045
9.23_radius.png,1085
9.06_radius.png,1072
9.58_radius.png,1076
8.31_radius.png,1037
8.34_radius.png,1041
8.182.png,1037
8.39.png,1067
8.98_radius.png,1068
7.20_radius.png,1018
6.47_radius.png,1027
9.12_radius.png,1070
10.00_radius.png,1098
8.79.png,1042
7.03_radius.png,919
7.33_radius.png,1011
8.47_radius.png,1034
7.22_radius.png,1017
8.39_radius.png,1043
8.135.png,1020
9.24_radius.png,1086
9.36_radius.png,1067
8.101.png,1010
8.52.png,1052
8.52_radius.png,1035
7.36_radius.png,1044
7.04_radius.png,1013
8.27.png,1026
8.111.png,1027
8.209.png,1016
8.08_radius.png,1030
8.131.png,1017
7.28_radius.png,1035
6.06_radius.png,1012
9.39_radius.png,1070
8.187.png,1021
8.162.png,1018
7.16_radius.png,1015
8.80_radius.png,1056
7.05_radius.png,1018
7.27_radius.png,1046
7.40_radius.png,1024
8.03_radius.png,1046
8.1.png,1029
8.176.png,1002
8.153.png,1041
7.49_radius.png,1023
8.48.png,1049
7.17_radius.png,1017
6.23_radius.png,1028
9.50_radius.png,1075
6.02_radius.png,1015
9.40_radius.png,1067
8.126.png,1013
6.25_radius.png,997
9.68_radius.png,1089
8.35_radius.png,1050
8.165.png,1032
8.102.png,1017
8.59.png,1089
8.51.png,1036
8.07_radius.png,1031
8.161.png,1021
8.136.png,1058
9.97_radius.png,1100
6.31_radius.png,1005
8.79_radius.png,1063
8.65.png,1062
8.90_radius.png,1065
8.104.png,1019
8.109.png,1036
6.19_radius.png,995
6.37_radius.png,1011
8.119.png,1025
8.74.png,1045
6.38_radius.png,1015
8.0_radius.png,1030
8.88_radius.png,1048
7.93_radius.png,1026
9.38_radius.png,1083
8.130.png,1035
8.92_radius.png,1062
8.45.png,1059
7.50_radius.png,1032
8.148.png,1049
9.78_radius.png,1082
8.55.png,1064
8.8.png,1056
9.55_radius.png,1070
7.95_radius.png,1022
8.69_radius.png,1046
8.40.png,1039
8.139.png,1035
8.76_radius.png,1042
8.73.png,1031
6.22_radius.png,1009
7.11_radius.png,1006
7.15_radius.png,1046
8.164.png,1026
6.18_radius.png,1022
8.94_radius.png,1065
7.42_radius.png,1032
6.20_radius.png,1023
8.3.png,1049
8.70_radius.png,1047
8.26_radius.png,1040
8.118.png,1022
9.84_radius.png,1089
8.146.png,1019
8.69.png,1053
9.05_radius.png,1049
8.82_radius.png,1062
8.155.png,1016
8.106.png,1035
7.47_radius.png,1018
8.16.png,1057
8.45_radius.png,1038
9.81_radius.png,1088
8.06_radius.png,1027
8.72_radius.png,1037
8.43_radius.png,1051
8.37.png,1071
8.18.png,1030
9.46_radius.png,1086
8.27_radius.png,1046
8.198.png,964
8.37_radius.png,1054
7.32_radius.png,1053
8.173.png,1028
8.196.png,1018
8.68_radius.png,1042
8.60_radius.png,1035
9.32_radius.png,1084
8.172.png,1022
6.05_radius.png,1006
6.35_radius.png,1024
8.115.png,1019
8.78.png,1049
8.103.png,1015
8.183.png,1037
8.195.png,1035
8.145.png,1012
9.27_radius.png,1081
8.142.png,1019
8.89.png,1049
8.128.png,1029
8.159.png,1025
8.01_radius.png,1038
9.03_radius.png,1046
6.34_radius.png,1022
8.22.png,1037
8.32_radius.png,1028
8.133.png,1042
9.35_radius.png,1081
8.14.png,1050
8.99_radius.png,1065
8.33.png,1041
8.170.png,1019
9.42_radius.png,1070
8.09_radius.png,1040
8.113.png,1028
8.125.png,1018
9.11_radius.png,1061
8.166.png,1018
9.73_radius.png,1078
9.61_radius.png,1092
8.144.png,1026
8.34.png,1048
8.72.png,1058
8.46.png,1037
8.20.png,1054
8.83_radius.png,1055
8.86.png,1043
8.97.png,1032
8.42.png,1037
8.98.png,1011
8.192.png,1018
8.42_radius.png,1040
8.23.png,1045
8.92.png,1052
8.30.png,1034
6.45_radius.png,1010
7.09_radius.png,1015
8.44_radius.png,1038
8.203.png,1034
8.211.png,994
6.12_radius.png,1002
8.77_radius.png,1044
8.87_radius.png,1051
6.48_radius.png,1025
8.65_radius.png,1046
8.63_radius.png,1043
8.02_radius.png,1040
6.09_radius.png,1001
7.21_radius.png,1002
8.62_radius.png,1038
8.122.png,1028
8.58.png,1059
6.49_radius.png,1025
9.33_radius.png,1080
7.39_radius.png,1036
8.149.png,1035
9.87_radius.png,1075
8.38.png,1025
6.32_radius.png,1019
9.34_radius.png,1076
9.76_radius.png,1081
8.95.png,1049
9.29_radius.png,1086
8.204.png,1024
8.96_radius.png,1061
8.47.png,1047
8.87.png,1066
8.58_radius.png,1067
7.43_radius.png,1025
8.21_radius.png,1038
8.28_radius.png,1033
9.94_radius.png,1095
7.41_radius.png,1025
8.186.png,1021
9.85_radius.png,1092
8.167.png,1036
8.141.png,1021
8.54.png,1048
8.206.png,1034
8.38_radius.png,1045
9.10_radius.png,1055
8.22_radius.png,1038
9.54_radius.png,1084
8.41.png,1046
7.07_radius.png,1016
8.51_radius.png,1043
8.62.png,1046
9.04_radius.png,1073
8.116.png,1025
7.91_radius.png,1053
8.66.png,1032
7.34_radius.png,1024
6.16_radius.png,1015
8.160.png,1034
8.18_radius.png,1028
8.49_radius.png,1035
8.2_radius.png,1034
6.50_radius.png,1021
7.01_radius.png,1012
8.181.png,1033
9.17_radius.png,1060
8.40_radius.png,1051
8.140.png,1017
8.138.png,1025
6.21_radius.png,999
8.49.png,1052
8.75.png,1045
6.41_radius.png,1012
8.180.png,1017
6.08_radius.png,1004
8.81_radius.png,1051
9.26_radius.png,1074
8.178.png,1017
9.79_radius.png,1074
8.17.png,1059
9.49_radius.png,1079
9.91_radius.png,1092
8.29.png,1023
6.27_radius.png,1009
8.191.png,1026
7.9_radius.png,1050
8.64_radius.png,1046
6.30_radius.png,1017
7.98_radius.png,1056
8.97_radius.png,1070
8.90.png,1044
8.26.png,1030
8.169.png,1016
8.94.png,1029
8.158.png,1020
8.177.png,1002
8.12_radius.png,1034
8.82.png,1040
8.107.png,1019
9.19_radius.png,1072
8.50_radius.png,1043
8.117.png,1012
8.04_radius.png,1028
8.7.png,1047
8.190.png,1030
6.11_radius.png,1027
9.52_radius.png,1076
7.96_radius.png,1027
8.93_radius.png,1065
8.184.png,1017
8.132.png,1031
8.210.png,1020
8.154.png,1033
9.14_radius.png,1081
9.63_radius.png,1093
8.84.png,1033
8.53_radius.png,1045
8.43.png,1052
8.185.png,1027
8.73_radius.png,1041
8.100.png,1018
8.2.png,1045
8.41_radius.png,1032
9.60_radius.png,1080
9.77_radius.png,1081
6.04_radius.png,1003
9.28_radius.png,1090
8.147.png,999
8.17_radius.png,1030
8.134.png,1029
8.124.png,1010
7.18_radius.png,1043
9.47_radius.png,1092
9.98_radius.png,1104
8.28.png,1023
7.35_radius.png,1042
8.88.png,1052
8.57.png,1054
8.32.png,1063
8.13_radius.png,1042
8.9.png,1064
8.175.png,1036
8.56_radius.png,1051
8.11_radius.png,1031
9.67_radius.png,1097
9.71_radius.png,1088
8.129.png,1019
7.26_radius.png,1050
9.96_radius.png,1101
8.179.png,1001
8.96.png,1009
8.36.png,1059
8.174.png,1027
9.90_radius.png,1095
8.84_radius.png,1062
9.59_radius.png,1087
9.64_radius.png,1099
7.02_radius.png,1025
9.88_radius.png,1092
8.19_radius.png,1029
8.74_radius.png,1042
6.43_radius.png,1016
6.13_radius.png,1017
7.25_radius.png,1034
8.95_radius.png,1059
6.26_radius.png,1023
8.24_radius.png,1041
8.19.png,1058
7.23_radius.png,1031
8.199.png,1019
7.13_radius.png,1021
25.147.png,932
25.64.png,1110
25.88.png,980
25.484.png,1012
25.426.png,1035
25.20.png,1075
25.350.png,990
25.277.png,1125
25.491.png,971
25.425.png,996
25.380.png,848
25.172.png,1041
25.13.png,938
25.256.png,1011
25.313.png,979
25.51.png,1043
25.384.png,1029
25.383.png,1085
25.276.png,963
25.468.png,996
25.231.png,1122
25.225.png,1039
25.444.png,1128
25.138.png,911
25.118.png,1037
25.159.png,1023
25.412.png,966
25.407.png,1019
25.133.png,1089
25.362.png,1230
25.253.png,906
25.433.png,1033
25.55.png,1074
25.456.png,962
25.182.png,966
25.278.png,999
25.134.png,1049
25.346.png,1025
25.54.png,947
25.476.png,913
25.107.png,1132
18.165.png,1225
18.148.png,1241
18.437.png,1193
18.88.png,1209
18.18.png,1209
18.328.png,1213
18.171.png,1229
18.193.png,1208
18.397.png,1204
18.312.png,1243
18.114.png,1244
18.149.png,1221
18.336.png,1231
18.33.png,1234
18.427.png,1224
18.19.png,989
18.254.png,1254
18.381.png,1239
18.174.png,1191
18.334.png,1190
18.255.png,1230
18.176.png,1203
18.463.png,1213
18.402.png,1192
18.25.png,1249
18.235.png,1225
18.354.png,1226
18.276.png,1245
18.161.png,1226
18.162.png,1199
18.275.png,1219
18.330.png,1205
18.172.png,1212
18.70.png,1007
18.442.png,1204
18.51.png,1013
18.367.png,1218
18.145.png,1242
18.452.png,1236
18.198.png,1207
18.60.png,1030
6.33_radius.png,1004
9.41_radius.png,1066
6.17_radius.png,1015
8.91.png,1045
8.21.png,1051
7.92_radius.png,1017
9.48_radius.png,1087
9.01_radius.png,1061
8.143.png,1027
7.97_radius.png,1027
8.55_radius.png,1058
9.25_radius.png,1076
8.80.png,1059
8.99.png,1028
8.202.png,1028
8.23_radius.png,1043
8.152.png,1018
9.75_radius.png,1074
9.53_radius.png,1076
8.15_radius.png,1037
6.40_radius.png,986
8.70.png,1034
8.77.png,1038
8.05_radius.png,1030
8.56.png,1041
8.68.png,1043
8.112.png,1014
8.200.png,1023
8.35.png,1053
9.86_radius.png,1085
8.25.png,1033
8.10.png,1040
8.67.png,1042
8.30_radius.png,1041
7.31_radius.png,1044
7.37_radius.png,1032
9.31_radius.png,1083
8.150.png,1038
9.69_radius.png,1083
8.46_radius.png,1042
25.160.png,1002
25.5.png,966
25.99.png,1159
25.279.png,1115
25.213.png,973
25.124.png,1043
25.367.png,1011
25.15.png,1012
25.67.png,1014
25.237.png,1008
25.314.png,985
25.454.png,1069
25.453.png,1046
25.75.png,988
25.307.png,965
25.405.png,941
25.180.png,965
25.168.png,1058
25.23.png,996
25.242.png,1037
25.495.png,1033
25.311.png,1039
25.258.png,1005
25.50.png,1029
25.115.png,1053
25.336.png,1169
25.130.png,1104
25.366.png,1006
25.112.png,1012
25.59.png,1004
25.273.png,962
25.129.png,1032
25.308.png,968
25.154.png,1004
25.96.png,935
25.192.png,944
25.290.png,995
25.149.png,1038
25.32.png,862
25.177.png,1030
25.392.png,964
18.253.png,1226
18.219.png,1200
18.123.png,1228
18.318.png,1197
18.126.png,1233
18.212.png,1211
18.53.png,1246
18.303.png,1246
18.349.png,1198
18.12.png,1199
18.256.png,1227
18.292.png,1197
18.221.png,1244
18.392.png,1209
18.150.png,1210
18.20.png,1217
18.362.png,1210
18.153.png,1246
18.295.png,1223
18.283.png,1234
18.159.png,1184
18.94.png,1215
18.393.png,1231
18.135.png,1236
18.400.png,1273
18.305.png,1220
18.425.png,1221
18.42.png,1236
18.348.png,1237
18.7.png,1248
18.139.png,1206
18.322.png,1261
18.469.png,1241
18.106.png,1221
18.450.png,1224
18.186.png,1241
18.308.png,1190
18.156.png,1180
18.104.png,1265
18.443.png,1233
